Gene_Id	Gene_Symbol	Gene_Description	Disease_Id	DiseaseName	PsychiatricDisorder	Number_of_AbstractsValidated	Number_of_Abstracts	Source_Id	Score	Disease_Number
7173	TPO	thyroid peroxidase	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	ALL	1	1
7533	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	ALL	1	2
81562	LMAN2L	lectin, mannose-binding 2-like	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	2	ALL	1	2
85358	SHANK3	SH3 and multiple ankyrin repeat domains 3	umls:C0564408	manic mood	Bipolar disorders and related disorders	1	1	ALL	1	2
85358	SHANK3	SH3 and multiple ankyrin repeat domains 3	umls:C0338831	manic	Bipolar disorders and related disorders	1	1	ALL	1	2
9145	SYNGR1	synaptogyrin 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	4	ALL	0.5	2
100302259	MIR1202	microRNA 1202	umls:C0041696	unipolar depression	Depressive disorders	1	2	ALL	1	2
100302259	MIR1202	microRNA 1202	umls:C1269683	major depressive disorder	Depressive disorders	1	2	ALL	1	2
116285	ACSM1	acyl-CoA synthetase medium-chain family member 1	umls:C0041696	unipolar depression	Depressive disorders	1	1	ALL	1	3
116285	ACSM1	acyl-CoA synthetase medium-chain family member 1	umls:C1269683	major depressive disorder	Depressive disorders	1	1	ALL	1	3
1501	CTNND2	catenin (cadherin-associated protein), delta 2	umls:C0041696	unipolar depression	Depressive disorders	1	1	ALL	1	4
1501	CTNND2	catenin (cadherin-associated protein), delta 2	umls:C1269683	major depressive disorder	Depressive disorders	1	1	ALL	1	4
1545	CYP1B1	cytochrome P450, family 1, subfamily B, polypeptide 1	umls:C0086132	depressive symptoms	Depressive disorders	1	1	ALL	1	1
202333	CMYA5	cardiomyopathy associated 5	umls:C0041696	unipolar depression	Depressive disorders	1	1	ALL	1	3
202333	CMYA5	cardiomyopathy associated 5	umls:C1269683	major depressive disorder	Depressive disorders	1	1	ALL	1	3
2354	FOSB	FBJ murine osteosarcoma viral oncogene homolog B	umls:C0525045	mood disorders	Depressive disorders	1	1	ALL	1	1
2563	GABRD	gamma-aminobutyric acid (GABA) A receptor, delta	umls:C0525045	mood disorders	Depressive disorders	1	1	ALL	1	1
27022	FOXD3	forkhead box D3	umls:C0041696	unipolar depression	Depressive disorders	1	1	ALL	1	2
27022	FOXD3	forkhead box D3	umls:C1269683	major depressive disorder	Depressive disorders	1	1	ALL	1	2
3559	IL2RA	interleukin 2 receptor, alpha	umls:C0041696	unipolar depression	Depressive disorders	1	2	ALL	1	2
3559	IL2RA	interleukin 2 receptor, alpha	umls:C1269683	major depressive disorder	Depressive disorders	1	2	ALL	1	2
4035	LRP1	low density lipoprotein receptor-related protein 1	umls:C0041696	unipolar depression	Depressive disorders	1	1	ALL	1	2
4035	LRP1	low density lipoprotein receptor-related protein 1	umls:C1269683	major depressive disorder	Depressive disorders	1	1	ALL	1	2
50940	PDE11A	phosphodiesterase 11A	umls:C0041696	unipolar depression	Depressive disorders	1	1	ALL	1	2
50940	PDE11A	phosphodiesterase 11A	umls:C1269683	major depressive disorder	Depressive disorders	1	1	ALL	1	2
5309	PITX3	paired-like homeodomain 3	umls:C0178417	anhedonia	Depressive disorders	1	1	ALL	1	4
5309	PITX3	paired-like homeodomain 3	umls:C0011581	depressive disorder	Depressive disorders	1	1	ALL	1	4
6369	CCL24	chemokine (C-C motif) ligand 24	umls:C0041696	unipolar depression	Depressive disorders	1	1	ALL	1	2
6369	CCL24	chemokine (C-C motif) ligand 24	umls:C1269683	major depressive disorder	Depressive disorders	1	1	ALL	1	2
776	CACNA1D	calcium channel, voltage-dependent, L type, alpha 1D subunit	umls:C0525045	mood disorders	Depressive disorders	1	1	ALL	1	1
10645	CAMKK2	calcium/calmodulin-dependent protein kinase kinase 2, beta	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
1103	CHAT	choline O-acetyltransferase	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	3	ALL	1	4
1111	CHEK1	checkpoint kinase 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
1132	CHRM4	cholinergic receptor, muscarinic 4	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	3	ALL	1	1
1191	CLU	clusterin	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
127933	UHMK1	U2AF homology motif (UHM) kinase 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	6	ALL	0.5	2
1742	DLG4	discs, large homolog 4 (Drosophila)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	18	ALL	0.333	7
177	AGER	advanced glycosylation end product-specific receptor	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	2	ALL	1	1
1786	DNMT1	DNA (cytosine-5-)-methyltransferase 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	10	ALL	1	3
1789	DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta	umls:C1656427	early onset schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	3
1789	DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	3
19	ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	5	ALL	1	1
1948	EFNB2	ephrin-B2	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
200315	APOBEC3A	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A	umls:C0349204	nonorganic psychosis	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	2
200315	APOBEC3A	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A	umls:C0033975	psychotic disorders	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	2
2019	EN1	engrailed homeobox 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
202333	CMYA5	cardiomyopathy associated 5	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	3	ALL	1	3
203062	TSNARE1	t-SNARE domain containing 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
218	ALDH3A1	aldehyde dehydrogenase 3 family, member A1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
223117	SEMA3D	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
23092	ARHGAP26	Rho GTPase activating protein 26	umls:C0033975	psychotic disorders	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
23208	SYT11	synaptotagmin XI	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
23395	LARS2	leucyl-tRNA synthetase 2, mitochondrial	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	2
23731	TMEM245	transmembrane protein 245	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
2560	GABRB1	gamma-aminobutyric acid (GABA) A receptor, beta 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	1	4
2893	GRIA4	glutamate receptor, ionotropic, AMPA 4	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	6	ALL	0.25	4
2894	GRID1	glutamate receptor, ionotropic, delta 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	5	6	ALL	1	4
2897	GRIK1	glutamate receptor, ionotropic, kainate 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	5	ALL	0.5	8
2900	GRIK4	glutamate receptor, ionotropic, kainate 4	umls:C0349204	nonorganic psychosis	Schizophrenia spectrum and other psychotic disorders	1	2	ALL	1	7
2900	GRIK4	glutamate receptor, ionotropic, kainate 4	umls:C0033975	psychotic disorders	Schizophrenia spectrum and other psychotic disorders	1	2	ALL	1	7
2900	GRIK4	glutamate receptor, ionotropic, kainate 4	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	7	ALL	0.5	7
2911	GRM1	glutamate receptor, metabotropic 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	1	5
2938	GSTA1	glutathione S-transferase alpha 1	umls:C0033975	psychotic disorders	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	2
2938	GSTA1	glutathione S-transferase alpha 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	1	2
3061	HCRTR1	hypocretin (orexin) receptor 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	1	4
3098	HK1	hexokinase 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
3159	HMGA1	high mobility group AT-hook 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
324	APC	adenomatous polyposis coli	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
3313	HSPA9	heat shock 70kDa protein 9 (mortalin)	umls:C0221765	chronic schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	2
3313	HSPA9	heat shock 70kDa protein 9 (mortalin)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	3	ALL	1	2
3350	HTR1A	5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	26	ALL	1	14
355	FAS	Fas cell surface death receptor	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
3565	IL4	interleukin 4	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	5	6	ALL	0.4	2
3690	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
3697	ITIH1	inter-alpha-trypsin inhibitor heavy chain 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	3	ALL	1	4
3699	ITIH3	inter-alpha-trypsin inhibitor heavy chain 3	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	4	ALL	1	2
3757	KCNH2	potassium channel, voltage gated eag related subfamily H, member 2	umls:C0349204	nonorganic psychosis	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	1	3
3757	KCNH2	potassium channel, voltage gated eag related subfamily H, member 2	umls:C0033975	psychotic disorders	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	1	3
3757	KCNH2	potassium channel, voltage gated eag related subfamily H, member 2	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	4	ALL	1	3
3782	KCNN3	potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 3	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	16	ALL	0.667	2
3785	KCNQ2	potassium channel, voltage gated KQT-like subfamily Q, member 2	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	1	3
3927	LASP1	LIM and SH3 protein 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
406952	MIR17	microRNA 17	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	3	ALL	1	1
406989	MIR206	microRNA 206	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	3
4155	MBP	myelin basic protein	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	6	ALL	0.75	2
4161	MC5R	melanocortin 5 receptor	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	2
4482	MSRA	methionine sulfoxide reductase A	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	1	1
4645	MYO5B	myosin VB	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	2
4650	MYO9B	myosin IXB	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	3	ALL	0.333	1
5020	OXT	oxytocin/neurophysin I prepropeptide	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	5	7	ALL	1	7
5174	PDZK1	PDZ domain containing 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
5297	PI4KA	phosphatidylinositol 4-kinase, catalytic, alpha	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	6	ALL	0.75	3
5340	PLG	plasminogen	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	4
5348	FXYD1	FXYD domain containing ion transport regulator 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
5444	PON1	paraoxonase 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	0.5	5
54487	DGCR8	DGCR8 microprocessor complex subunit	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	4	ALL	1	5
54487	DGCR8	DGCR8 microprocessor complex subunit	umls:C0349204	nonorganic psychosis	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	5
54487	DGCR8	DGCR8 microprocessor complex subunit	umls:C0033975	psychotic disorders	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	5
5609	MAP2K7	mitogen-activated protein kinase kinase 7	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
5733	PTGER3	prostaglandin E receptor 3 (subtype EP3)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
574451	MIR432	microRNA 432	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	2	ALL	1	1
57468	SLC12A5	solute carrier family 12 (potassium/chloride transporter), member 5	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	3	ALL	0.667	2
6007	RHD	Rh blood group, D antigen	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	5	ALL	1	1
613212	CTXN3	cortexin 3	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
637	BID	BH3 interacting domain death agonist	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	2
64288	ZSCAN31	zinc finger and SCAN domain containing 31	umls:C0349204	nonorganic psychosis	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	3
64288	ZSCAN31	zinc finger and SCAN domain containing 31	umls:C0033975	psychotic disorders	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	3
64288	ZSCAN31	zinc finger and SCAN domain containing 31	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	3
65018	PINK1	PTEN induced putative kinase 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	4	ALL	0.667	3
6507	SLC1A3	solute carrier family 1 (glial high affinity glutamate transporter), member 3	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	12	ALL	1	3
6586	SLIT3	slit homolog 3 (Drosophila)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	3
6721	SREBF2	sterol regulatory element binding transcription factor 2	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	2	ALL	1	1
6804	STX1A	syntaxin 1A (brain)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	0.5	1
6870	TACR3	tachykinin receptor 3	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	4	ALL	0.5	2
7052	TGM2	transglutaminase 2	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	1	2
7515	XRCC1	X-ray repair complementing defective repair in Chinese hamster cells 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
7518	XRCC4	X-ray repair complementing defective repair in Chinese hamster cells 4	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
8214	DGCR6	DiGeorge syndrome critical region gene 6	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	3	ALL	1	1
84148	KAT8	K(lysine) acetyltransferase 8	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
84152	PPP1R1B	protein phosphatase 1, regulatory (inhibitor) subunit 1B	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	5	14	ALL	1	5
84867	PTPN5	protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	1	1
8490	RGS5	regulator of G-protein signaling 5	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
8605	PLA2G4C	phospholipase A2, group IVC (cytosolic, calcium-independent)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
8851	CDK5R1	cyclin-dependent kinase 5, regulatory subunit 1 (p35)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	2	ALL	1	1
8854	ALDH1A2	aldehyde dehydrogenase 1 family, member A2	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
89781	HPS4	Hermansky-Pudlak syndrome 4	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	1	1
9019	MPZL1	myelin protein zero-like 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
90273	CEACAM21	carcinoembryonic antigen-related cell adhesion molecule 21	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
9373	PLAA	phospholipase A2-activating protein	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
9415	FADS2	fatty acid desaturase 2	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	2	ALL	1	2
947	CD34	CD34 molecule	umls:C0349204	nonorganic psychosis	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	4
947	CD34	CD34 molecule	umls:C0033975	psychotic disorders	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	4
9481	SLC25A27	solute carrier family 25, member 27	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	1	1
9734	HDAC9	histone deacetylase 9	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	1	4
9739	SETD1A	SET domain containing 1A	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
9743	ARHGAP32	Rho GTPase activating protein 32	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
9759	HDAC4	histone deacetylase 4	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	1	3
9869	SETDB1	SET domain, bifurcated 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	2
9943	OXSR1	oxidative stress responsive 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	ALL	1	1
10042	HMGXB4	HMG box domain containing 4	umls:C1839839	major affective disorder 2	Bipolar disorders and related disorders	1	1	ALL	1	2
10042	HMGXB4	HMG box domain containing 4	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	ALL	1	2
10718	NRG3	neuregulin 3	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	ALL	0.5	2
1129	CHRM2	cholinergic receptor, muscarinic 2	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	ALL	1	6
1385	CREB1	cAMP responsive element binding protein 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	3	3	ALL	0.667	9
2065	ERBB3	erb-b2 receptor tyrosine kinase 3	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	ALL	1	5
208	AKT2	v-akt murine thymoma viral oncogene homolog 2	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	ALL	1	1
2915	GRM5	glutamate receptor, metabotropic 5	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	ALL	1	4
3135	HLA-G	major histocompatibility complex, class I, G	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	ALL	1	1
3569	IL6	interleukin 6	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	ALL	1	8
3786	KCNQ3	potassium channel, voltage gated KQT-like subfamily Q, member 3	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	ALL	1	2
400359	C15orf53	chromosome 15 open reading frame 53	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	ALL	0.5	3
5444	PON1	paraoxonase 1	umls:C0853193	bipolar i disorder	Bipolar disorders and related disorders	1	1	ALL	1	5
5444	PON1	paraoxonase 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	3	3	ALL	0.667	5
5550	PREP	prolyl endopeptidase	umls:C0338831	manic	Bipolar disorders and related disorders	1	2	ALL	1	2
5594	MAPK1	mitogen-activated protein kinase 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	3	ALL	1	3
6303	SAT1	spermidine/spermine N1-acetyltransferase 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	ALL	1	11
637	BID	BH3 interacting domain death agonist	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	ALL	1	2
65258	MPPE1	metallophosphoesterase 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	ALL	1	1
675	BRCA2	breast cancer 2, early onset	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	ALL	1	2
7101	NR2E1	nuclear receptor subfamily 2, group E, member 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	ALL	1	3
7101	NR2E1	nuclear receptor subfamily 2, group E, member 1	umls:C0853193	bipolar i disorder	Bipolar disorders and related disorders	1	1	ALL	1	3
7421	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	ALL	1	3
114131	UCN3	urocortin 3	umls:C0041696	unipolar depression	Depressive disorders	1	1	ALL	1	2
114131	UCN3	urocortin 3	umls:C1269683	major depressive disorder	Depressive disorders	1	1	ALL	1	2
163	AP2B1	adaptor-related protein complex 2, beta 1 subunit	umls:C0086132	depressive symptoms	Depressive disorders	1	1	ALL	1	1
1975	EIF4B	eukaryotic translation initiation factor 4B	umls:C0041696	unipolar depression	Depressive disorders	1	1	ALL	1	2
1975	EIF4B	eukaryotic translation initiation factor 4B	umls:C1269683	major depressive disorder	Depressive disorders	1	1	ALL	1	2
2288	FKBP4	FK506 binding protein 4, 59kDa	umls:C0041696	unipolar depression	Depressive disorders	3	3	ALL	0.667	2
2288	FKBP4	FK506 binding protein 4, 59kDa	umls:C1269683	major depressive disorder	Depressive disorders	3	3	ALL	0.667	2
22933	SIRT2	sirtuin 2	umls:C0525045	mood disorders	Depressive disorders	1	1	ALL	1	2
22933	SIRT2	sirtuin 2	umls:C2939186	disturbance in mood	Depressive disorders	1	1	ALL	1	2
23627	PRND	prion protein 2 (dublet)	umls:C0022107	irritable mood	Depressive disorders	1	1	ALL	1	1
2475	MTOR	mechanistic target of rapamycin (serine/threonine kinase)	umls:C0041696	unipolar depression	Depressive disorders	2	2	ALL	1	3
2475	MTOR	mechanistic target of rapamycin (serine/threonine kinase)	umls:C1269683	major depressive disorder	Depressive disorders	2	2	ALL	1	3
2551	GABPA	GA binding protein transcription factor, alpha subunit 60kDa	umls:C0011581	depressive disorder	Depressive disorders	1	1	ALL	1	3
26047	CNTNAP2	contactin associated protein-like 2	umls:C0041696	unipolar depression	Depressive disorders	1	1	ALL	1	4
26047	CNTNAP2	contactin associated protein-like 2	umls:C1269683	major depressive disorder	Depressive disorders	1	1	ALL	1	4
3439	IFNA1	interferon, alpha 1	umls:C0086132	depressive symptoms	Depressive disorders	1	1	ALL	1	4
3439	IFNA1	interferon, alpha 1	umls:C0041696	unipolar depression	Depressive disorders	1	1	ALL	1	4
3439	IFNA1	interferon, alpha 1	umls:C1269683	major depressive disorder	Depressive disorders	1	1	ALL	1	4
344148	NCKAP5	NCK-associated protein 5	umls:C0086132	depressive symptoms	Depressive disorders	1	1	ALL	1	1
3683	ITGAL	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)	umls:C2362914	clinical depression	Depressive disorders	1	1	ALL	1	1
50604	IL20	interleukin 20	umls:C0041696	unipolar depression	Depressive disorders	1	1	ALL	1	2
50604	IL20	interleukin 20	umls:C1269683	major depressive disorder	Depressive disorders	1	1	ALL	1	2
5074	PAWR	PRKC, apoptosis, WT1, regulator	umls:C0041696	unipolar depression	Depressive disorders	2	2	ALL	0.5	7
5074	PAWR	PRKC, apoptosis, WT1, regulator	umls:C1269683	major depressive disorder	Depressive disorders	2	2	ALL	0.5	7
5209	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	umls:C0041696	unipolar depression	Depressive disorders	1	1	ALL	1	5
5209	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	umls:C0525045	mood disorders	Depressive disorders	1	1	ALL	1	5
5209	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	umls:C1269683	major depressive disorder	Depressive disorders	1	1	ALL	1	5
5209	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	umls:C0011570	mental depression	Depressive disorders	1	1	ALL	1	5
5320	PLA2G2A	phospholipase A2, group IIA (platelets, synovial fluid)	umls:C0349218	recurrent depressive disorder, unspecified	Depressive disorders	1	1	ALL	1	4
5320	PLA2G2A	phospholipase A2, group IIA (platelets, synovial fluid)	umls:C0011581	depressive disorder	Depressive disorders	1	3	ALL	1	4
540	ATP7B	ATPase, Cu++ transporting, beta polypeptide	umls:C0041696	unipolar depression	Depressive disorders	1	1	ALL	1	2
540	ATP7B	ATPase, Cu++ transporting, beta polypeptide	umls:C1269683	major depressive disorder	Depressive disorders	1	1	ALL	1	2
551	AVP	arginine vasopressin	umls:C0041696	unipolar depression	Depressive disorders	1	3	ALL	1	8
551	AVP	arginine vasopressin	umls:C0344315	depressed mood	Depressive disorders	1	9	ALL	1	8
551	AVP	arginine vasopressin	umls:C1269683	major depressive disorder	Depressive disorders	1	3	ALL	1	8
551	AVP	arginine vasopressin	umls:C0086132	depressive symptoms	Depressive disorders	1	2	ALL	1	8
5607	MAP2K5	mitogen-activated protein kinase kinase 5	umls:C0011581	depressive disorder	Depressive disorders	1	1	ALL	1	1
56267	CCBL2	cysteine conjugate-beta lyase 2	umls:C0041696	unipolar depression	Depressive disorders	1	1	ALL	1	3
